Nama CCTV,Jalan,Kelurahan,Kecamatan,Dinas,Hari,Jam,Jam Obervasi,Anomali,Anomali Kategori,KodeSurveyor,File Video CCTV
CCTV DIPATI UKUR-UNIKOM 02,Jl. Dipati Ukur,Lebakgede,Coblong,DISKOMINFO,Jumat,21:00,21.36 - 21.46,-,Tidak Beranomali,140810230061,https://drive.google.com/file/d/1E5VGiz75bb3bKida8pxSjP51MVZZGhZe/view?usp=drive_link
CCTV DAGO 3-BORROMEUS 02,Jl. surya kencana,lebak gede,coblong,DISKOMINFO,Jumat,21:00,21.46 - 21.52,CCTV buffering,Tidak Berfungsi,140810230061,https://drive.google.com/file/d/1djJOocVskFFT8rDN9Nhz_Hu_vOzsm-RG/view?usp=drive_link
CCTV SIMPANG DAGO 02,Jl. Tubagus Ismail,Lebakgede,Coblong,DISKOMINFO,Jumat,21:00,21.52 - 22.00,-,Tidak Beranomali,140810230061,https://drive.google.com/file/d/1BlqrJkYVBK2vIDcFVMf_u6XL4puUTwEs/view?usp=drive_linkk
CCTV DEPAN PENDOPO 02,Jl. Asia Afrika,Balong Gede,Regol,DISKOMINFO,Jumat,22:00,22.01 - 22.11,-,Tidak Beranomali,140810230061,https://drive.google.com/file/d/1SVB-XN1n1RhInBg8UR16XZ4B1gF8Xd_Q/view?usp=drive_link
CCTV ITB KEBUN BINATANG 01,Jl. Tamansari,Taman Sari,Bandung Wetan,DISKOMINFO,Jumat,22:00,22.16 - 22.26,CCTV buffering,Tidak Berfungsi,140810230062,CCTV ITB KEBUN BINATANG 01.mp4
CCTV ITC KEBON KALAPA 02,Jl. Moch. Toha Jl. Pungkur,Pungkur,Regol,DISKOMINFO,Jumat,22:00,22.55 - 23.05,Setengah CCTV tertutup pohon dan CCTV freeze pada 6.59,Terhalang Objek,140810230062,CCTV ITC KEBON KALAPA 02.mp4
TAMAN RADIO_03,Jl. Ir. H. Juanda,Tamansari,Bandung Wetan,DPKP3,Jumat,22:00,22.49 - 22.59,CCTV buffering,Tidak Berfungsi,140810230062,TAMAN RADIO_03.mp4
CCTV PHH MUSTOFA-AMPERA 02,Jl. Penghulu Haji Hasan Mustopa,Neglasari,Cibeunying Kaler,DISKOMINFO,Jumat,22:00,22.52 - 23.02,"CCTV loading di menit ke 8, dan bagian ujung kiri dan kanan CCTV tertutup daun",Terhalang Objek,140810230062,CCTV PHH MUSTOFA AMPERA 02.mp4
TAMAN PALESTINA_01,Jl. Asia Afrika No.84,Balonggede,Regol,DPKP3,Jumat,22:00,22.12 - 22.22,CCTV buffering,Tidak Berfungsi,140810230062,TAMAN PALESTINA_01.mp4
CCTV GEDEBAGE_01,Jl Gedebage Selatan,Cisaranten Kidul,Gedebage,DISKOMINFO,Jumat,22:00,22.47 - 22.57,Sebagian CCTV tertutup pohon dan kabel,Terhalang Objek,140810230062,https://drive.google.com/file/d/1idpP7E6jMIr5N-cXSkFty1wElcE1VsQN/view?usp=sharing
CCTV SUKAJADI-SETIABUDHI 01,Jl. Dr. Setiabudi,Hegarmanah,Cidadap,DISKOMINFO,Sabtu,06:00,06.16 - 06.26,CCTV buffering,Tidak Berfungsi,140810230062,CCTV SUKAJADI-SETIABUDHI 01.mp4
TAMAN RADIO_03,Jl. Ir. H. Juanda,Tamansari,Bandung Wetan,DPKP3,Sabtu,06:00,06.02 - 06.12,CCTV tidak real-time,Salah Timestamp,140810230062,TAMAN RADIO_03.mp4
CCTV RANCANUMPANG 01,Jl. Rancanumpang,Rancanumpang,Gedebage,DISKOMINFO,Sabtu,06:00,06.28 - 06.38,CCTV tidak real-time dan setengah CCTV tertutup pohon,Terhalang Objek,140810230062,CCTV RANCANUMPANG 01.mp4
CCTV JL. PUNGKUR-PASUNDAN 01,Jl. Pungkur,Pungkur,Regol,DISKOMINFO,Sabtu,06:00,06.39 - 06.50,-,Tidak Beranomali,140810230062,CCTV JL. PUNGKUR-PASUNDAN 01.mp4
TAMAN TEGALEGA_04,Jl. Otto Iskandar Dinata,Karanganyar,Astanaanyar,DPKP3,Sabtu,06:00,06.28 - 06.38,Menampilkan CCTV hari sebelumnya jam 12:02,Salah Timestamp,140810230053,TAMAN TEGALEGA_04.mp4
CCTV SIMPANG BRAGA 03,Jl. Cikapundung Timur,Braga,Sumur Bandung,DISKOMINFO,Sabtu,06:00,06.00 - 06.10,CCTV kadang ngefreeze,Tidak Berjalan Normal,140810230063,https://drive.google.com/file/d/1oBNqGBmVYtX7zGjmIMm5ZSm6YMWl3BqB/view?usp=drive_link
CCTV BATAS KOTA 02,Jl. Jenderal Haji Amir Machmud,Cibereum,Kertasari,DISKOMINFO,Sabtu,07:00,07.08 - 07.18,-,Tidak Beranomali,140810230053,CCTV BATAS KOTA 02.mp4
CCTV JALAN IR. SOEKARNO 01,Jl Cikapundung Timur,Braga,Sumur Bandung,DISKOMINFO,Sabtu,07:00,07.00 - 07.10,CCTV kadang ngefreeze,Tidak Berjalan Normal,140810230063,https://drive.google.com/file/d/1khY3EDclWxXg_9aqskK-9bZ6NssoQX5l/view?usp=drive_link
CCTV CIMINDI-KHARISMA_02,Jl. Jend H. Amir Machmud,cigugur tengah,cimahi tengah,DISKOMINFO,Sabtu,07:00,07.12 - 07.22,CCTV sempat ngefreeze,Tidak Berjalan Normal,140810230063,https://drive.google.com/file/d/1J9pTB7WaafjAgs-NiIBWXSQlchby78wA/view?usp=drive_link
CCTV TAMAN SARI - WS 01,Jl. Dayang Sumbi,Lebak Siliwangi,Coblong,DISKOMINFO,Sabtu,08:00,08.13 - 08.23,-,Tidak Beranomali,140810230053,CCTV TAMAN SARI - WS 01.mp4
CCTV SIMPANG BRAGA 02,Jl. Cikapundung Timur,Braga,Sumur Bandung,DISKOMINFO,Sabtu,08:00,08.10 - 08.20,CCTV sempat buffering dan kadang ngefreeze,Tidak Berjalan Normal,140810230063,https://drive.google.com/file/d/17CIVJN2tuhdFW4y3HLyz0K1btgpCPO0t/view?usp=drive_link
CCTV KEBON-KOPI-CIMAHI,Jl. Jend. H. Amir Machmud,Cibeureum,Cimahi Selatan,DISKOMINFO,Sabtu,08:00,08.43 - 08.53,CCTV sedikit terhalang pohon dan sering ngefreeze,Terhalang Objek,140810230063,https://drive.google.com/file/d/1882UZzeh0UvqbnMT_H3C-owbtTSrVzZr/view?usp=drive_link
CCTV DEPAN TOKO INDRA (ALUN2) 01,-,-,-,DISKOMINFO,Sabtu,08:00,08.00 - 08.10,CCTV tidak dapat diakses,Tidak Berfungsi,140810230063,https://drive.google.com/file/d/1AviEB8oIrkn_gHqBaODUpzyVymhVqB0_/view?usp=drive_link
CCTV SOR ARCAMANIK-2,Jl. Arcamanik Endah,Sukamiskin,Arcamanik,DISKOMINFO,Sabtu,08:00,08.21 - 08.31,CCTV terhalang pohon dan kadang ngefreeze,Terhalang Objek,140810230063,https://drive.google.com/file/d/1Gz-tfw_ggVoKEEzi4atI8l-C9ouNQElh/view?usp=drive_link
CCTV FLY OVER CIMINDI-JL. BUDI 01,Jl. Budi,Sukaraja,Cicendo,DISKOMINFO,Sabtu,08:00,08.32 - 08.42,CCTV sedikit terhalang pohon dan sempat ngefreeze,Terhalang Objek,140810230063,https://drive.google.com/file/d/1wJ46VP28G2Y-4JZ_qiz62gDV10rxP_zR/view?usp=drive_link
CCTV LAPANG GASIBU 02,Jl. Diponegoro,Citarum,Bandung Wetan,DISKOMINFO,Sabtu,09:00,09.01 - 09.11,CCTV sedikit terhalang pohon dan kadang ngefreeze,Terhalang Objek,140810230063,https://drive.google.com/file/d/1zI-k8lht277n7OaMmbE6qk6AoZN-yJy_/view?usp=drive_link
PARKIR LOMBOK RIAU 2 (BRI),Jl. Cimanuk,Citarum,Bandung Wetan,DISHUB,Sabtu,09:00,09.15 - 09.25,CCTV tidak dapat diakses,Tidak Berfungsi,140810230063,https://drive.google.com/file/d/1l4i5yTWmvBzGTduY-bYQEj5CPJLGpIJB/view?usp=drive_link
CCTV DAGO 2-SMA 1 02,Jl. insinyur haji djuanda kartawidjaya,lebak siliwangi,coblong,DISKOMINFO,Sabtu,09:00,09.39 - 09.49,-,Tidak Beranomali,140810230064,https://drive.google.com/file/d/1bidxTF5S8O9OHr0Ft1NNgVO1guHoTqIa/view?usp=sharing 
CCTV JALAN KEMBAR BARU 23-SMA 11 02,Jl. Kembar Baru Utara 1,Cigereleng,Regol,DISKOMINFO,Sabtu,09:00,09.39 - 09.49,CCTV berhenti di menit ke 2:43 dan tidak bisa diklik lagi tombol pause-nya,Tidak Berjalan Normal,140810230064,https://drive.google.com/file/d/1bidxTF5S8O9OHr0Ft1NNgVO1guHoTqIa/view?usp=sharing 
TAMAN SKETPARK_01,Jl. BKR nomor 181,Pelindung Hewan,Astanaanyar,DPKP3,Sabtu,09:00,09.39 - 09.49,CCTV tidak bisa diputar (play),Tidak Berfungsi,140810230064,https://drive.google.com/file/d/1d7BPTCbQ9sY4i90s36Qle8iccMnrO7YI/view?usp=drive_link 
CCTV WASTUKENCANA 02,Jl. Wastukencana,Tamansari,Bandung Wetan,DISKOMINFO,Sabtu,10:00,10.00 - 10.10,-,Tidak Beranomali,140810230064,https://drive.google.com/file/d/1_RAQBy60tpsbRAeh70TWvYcimhuoU7TD/view?usp=sharing 
CCTV CIHAMPELAS-SKYWALK 07,Jl. Cihampelas,Cipaganti,Coblog,DISKOMINFO,Sabtu,10:00,10.00 - 10.10,CCTV hilang,Offline,140810230064,https://drive.google.com/file/d/1_RAQBy60tpsbRAeh70TWvYcimhuoU7TD/view?usp=sharing 
CCTV CIBADUYUT-DEKAT TPS 02,Jl. Cibaduyut,Ciabaduyut Wetan,Bojongloa Kidul,DISKOMINFO,Sabtu,09:00,10.00 - 10.10,CCTV berhenti di menit 3:02,Tidak Berjalan Normal,140810230064,https://drive.google.com/file/d/1YURVUgnrCKCPw63Xgt_cTgELQ5F7aDFJ/view?usp=sharing 
CCTV DEPAN PENDOPO 02,Jl. Asia Afrika,Balong Gede,Regol,DISKOMINFO,Sabtu,09:00,10.16 - 10.26,-,Tidak Beranomali,140810230064,https://drive.google.com/file/d/15Z8LMpYZh1Xe4fJZ7y6HqpvWs9HDVLYj/view?usp=sharing 
CCTV PEREMPATAN KIRCON BINONG 01,Jl. Letnan Jendral Ibrahim Adjie,Binong,Batununggal,DISKOMINFO,Sabtu,10:00,10.16 - 10.26,-,Tidak Beranomali,140810230064,https://drive.google.com/file/d/15Z8LMpYZh1Xe4fJZ7y6HqpvWs9HDVLYj/view?usp=sharing 
CIKAPUNDUNG RIVER_01,Jl. Dr. Ir. Sukarno,Braga,Sumur Bandung,DPKP3,Sabtu,10:00,10.16 - 10.26,CCTV tidak bisa diputar (play),Tidak Berfungsi,140810230064,https://drive.google.com/file/d/1J5vVQIlwjQaHVYFZPSOmZUbTqIy9WgGU/view?usp=sharing 
TM PERS MALABAR 03,Jl. Malabar,Lingkar Selatan,Lengkong,DPKP3,Sabtu,10:00,10.29 - 10.39,CCTV buffering,Tidak Berfungsi,140810230064,https://drive.google.com/file/d/10bdtcBtflZzZF8eJ-ASBTLnTcIYHy_Fe/view?usp=sharing 
CCTV KEBON KAWUNG - PASKAL 01,Jl. Pasir Kaliki No. 36,Pasir Kaliki,Cicendo,DISKOMINFO,Sabtu,10:00,10.13 - 10.23,CCTV Terhalang Plang,Terhalang Objek,140810230065,CCTV KEBON KAWUNG - PASKAL 01
CCTV JL. ARCAMANIK 02,Jl. Arcamanik No. 2,Pasir Impun,Mandalajati,DISKOMINFO,Sabtu,10:00,10.16 - 10.26,-,Tidak Beranomali,140810230065,CCTV JL. ARCAMANIK 02
TB JL. TRS. PASIRKOJA,Jl. Terusan Pasirkoja,Nyengseret,Babakan Ciparay,DPU,Sabtu,10:00,10.30 - 10.40,CCTV Blur di menit 5,Visual Kurang Jelas,140810230065,TB JL. TRS. PASIRKOJA
CCTV CICADAS-GATEWAY_02,Jl. Ahmad Yani,Babakan Surabaya,Kiaracondong,DISKOMINFO,Sabtu,10:00,10.24 - 10.34,CCTV Delay beberapa kali,Tidak Berjalan Normal,140810230065,CCTV CICADAS-GATEWAY_02
CCTV SOETA-BUBAT 03,Jl. Buah Batu,LENGKONG,TURANGGA.,DISKOMINFO,Sabtu,10:00,10.30 - 10.40,CCTV Mati,Tidak Berfungsi,140810230065,CCTV SOETA-BUBAT 03.mp4
TB JL DJUNDJUNAN,Jl. Dr Djundjunan,Sukagalih,Sukajadi,DPU,Sabtu,10:00,10.39 - 1049,CCTV Delay dan freeze beberapa kali,Tidak Berjalan Normal,140810230065,TB JL DJUNDJUNAN
CCTV DIPATIUKUR UNPAD 02,Jl Tubagus Ismail Dalam,Lebakgede,Coblong,DISKOMINFO,Sabtu,11:00,11.17 - 11.27,-,Tidak Beranomali,140810230065,CCTV DIPATIUKUR UNPAD 02.mp4
CCTV PHH MUSTOFA POM-BENSIN PARK HOTEL 02,Jl. Penghulu Haji Hasan Mustopa,Neglasari,Cibeunying Kaler,DISKOMINFO,Sabtu,11:00,11.07 - 11.17,-,Tidak Beranomali,140810230065,CCTV PHH MUSTOFA POM-BENSIN PARK HOTEL 02.mp4
TAMAN TONGKENG_02,Jl. Tongkeng,Merdeka,Sumur Bandung,DPKP3,Sabtu,11:00,11.45 - 11.55,CCTV Ga bisa play (hanya rekaman ulang),Tidak Berjalan Normal,140810230065,TAMAN TONGKENG_02.mp4
CCTV PHH MUSTOFA-AMPERA 02,Jl. Penghulu Haji Hasan Mustopa,Neglasari,Cibeunying Kaler,DISKOMINFO,Sabtu,11:00,11.29 - 11.39,CCTV Terhalang dedaunan,Terhalang Objek,140810230065,CCTV PHH MUSTOFA-AMPERA 02.mp4
CCTV SIMPANG KERETA KIARA CONDONG-FLY OVER 01,Jl. Babakan Sari II,Babakan Sari,Kiaracondong,DISKOMINFO,Sabtu,11:00,12.34 - 12.46,CCTV delay 2 menit,Tidak Berjalan Normal,140810230066,CCTV SIMPANG KERETA KIARA CONDONG-FLY OVER 01.mp4k
CCTV PHH MUSTOFA POM-BENSIN PARK HOTEL 01,Jl. Penghulu Haji Hasan Mustopa,Neglasari,Cibeunying Kaler,DISKOMINFO,Sabtu,11:00,12.28 - 12.38,-,Tidak Beranomali,140810230066,CCTV PHH MUSTOFA POM-BENSIN PARK HOTEL 01.mp4
CCTV PEREMPATAN KIRCON BINONG 02,Jl. Letnan Jendral Ibrahim Adjie,Binong,Batununggal,DISKOMINFO,Sabtu,11:00,12.28 - 12.38,-,Tidak Beranomali,140810230066,https://drive.google.com/file/d/1SIDq-QreGGUdlLLoqXOEDhW3-Wroh8o3/view?usp=drivesdk
CCTV CIMINDI-SUKARAJA_02,gang haji juariah/Jl. gunung batu,karangmerah,cimahi tengah,DISKOMINFO,Sabtu,11:00,12.28 - 12.38,"CCTV kotor, sempat berhenti pada menit 1.24 dan video pecah pada menit 3.00",Visual Kurang Jelas,140810230066,CCTV CIMINDI-SUKARAJA_02 11.00.mp4
CCTV BUAH BATU-DEPAN GRIYA 02,Jl. Buah Batu No. 183-185,Turangga,Lengkong,DISKOMINFO,Sabtu,11:00,11.51-12.01,CCTV sempat berhenti pada menit 7.46,Tidak Berjalan Normal,140810230066,Buah Batu Depan Griya.mp4
CCTV JL. TURANGGA 01,Jl. Turangga,Lkr. Sel,Lengkong,DISKOMINFO,Sabtu,12:00,12.06 - 12.22,setengah CCTV tertutup pohon,Terhalang Objek,140810230066,CCTV JL. TURANGGA 01.mp4
PARKIR ANGGREK RIAU,Jl. L. L. Raden Eddy Martadinata,Cihapit,Bandung Wetan,DISHUB,Sabtu,12:00,12.40 - 12.53,CCTV tidak bisa diakses,Tidak Berfungsi,140810230066,PARKIR ANGGREK RIAU.mp4
CCTV MOH TOHA-DEPAN HUBDAM 01,Jl. Moh Toha,Ciateul,Regol,DISKOMINFO,Sabtu,12:00,12.11 - 12.21,-,Tidak Beranomali,140810230066,PELINDUNG - PEMANTAUAN LINGKUNGAN KOTA BANDUNG - Google Chrome 2024-05-04 12-12-36.mp4
CCTV JAKARTA-HKBP_02,Jl. Jakarta,Kacapiring,Batununggal,DISKOMINFO,Sabtu,12:00,12.23 - 12.33,CCTV sedikit lag pada jam 12.32,Tidak Berjalan Normal,140810230066,PELINDUNG - PEMANTAUAN LINGKUNGAN KOTA BANDUNG - Google Chrome 2024-05-04 12-25-10.mp4g
CCTV JL. ANTAPANI-TERMINAL ANTAPANI 01,Jl Antapani,Antapani Tengah,Antapani,DISKOMINFO,Sabtu,13:00,13.08 - 13.18,-,Tidak Beranomali,140810230066,PELINDUNG - PEMANTAUAN LINGKUNGAN KOTA BANDUNG - Google Chrome 2024-05-04 13-09-11.mp4
CCTV JAKARTA-HKBP_01,Jl. Jakarta,Kacapiring,Batununggal,DISKOMINFO,Sabtu,13:00,13.00 - 13.01,CCTV tidak bisa diputar,Tidak Berfungsi,140810230067,https://drive.google.com/file/d/1n17_j4NoRIXHRgYLmkTjtu4kp-4TBFb8/view?usp=drivesdk
CCTV KATAMSO-PAHLAWAN_01,Jl. Pahlawan,Sukaluyu,Cibeunying Kaler,DISKOMINFO,Sabtu,13:00,13.01 - 13.11,-,Tidak Beranomali,140810230067,https://drive.google.com/file/d/1Vmcq1DI85SR1jc-OSSP21SbL9ltSq7HZ/view?usp=drivesdk
CCTV PASAR KOSAMBI 01,Jl. Jendral Ahmad Yani,Malabar,Lengkong,DISKOMINFO,Sabtu,13:00,13.12 - 13.22,CCTV menampilkan waktu yang salah,Salah Timestamp,140810230067,https://drive.google.com/file/d/1nIwG91i0hsXsqlUyaYHxwSDRtLg980kO/view?usp=drivesdk
CCTV RAJAWALI 02,Jl. Rajawali Barat,Garuda,Andir,DISKOMINFO,Sabtu,13:00,13.46 - 13.59,-,Tidak Beranomali,140810230067,https://drive.google.com/file/d/1lpO1-V0ugUzYvOOrt6pwCO3hIA1p5o9S/view?usp=drivesdk
CCTV PERTIGAAN CICADAS KIRCON 02,Jl. Ibrahim Adjie,Babakan Surabaya,Kiaracondong,DISKOMINFO,Sabtu,13:00,13.29 - 13.29,-,Tidak Beranomali,140810230067,https://drive.google.com/file/d/1QKO7p32ntpAQDAt-zfm6VlbcMz6_tbRJ/view?usp=drivesdk
CCTV DAGO 2-SMA 1 01,Jl. insinyur haji djuanda kartawidjaya,lebak siliwangi,coblong,DISKOMINFO,Sabtu,14:00,14.05 - 14.16,-,Tidak Beranomali,140810230067,https://drive.google.com/file/d/1OdSLCbYwul9lmzSRCJfnDps8EW5Jczt6/view?usp=drivesdk
CCTV SUKAJADI-SETIABUDHI 01,Jl. Dr. Setiabudi,Hegarmanah,Cidadap,DISKOMINFO,Sabtu,14:00,14.16 - 14.18,CCTV MATI,Tidak Berfungsi,140810230067,https://drive.google.com/file/d/1wH5MgjjUx_76ocwRB7A03sHkCGqLZncq/view?usp=drivesdk
CCTV PERTIGAAN AH NASUTION-CIJAMBE 02,Jl. A.H. Nasution,Cisantren Bina Harapan,Arcamanik,DISKOMINFO,Sabtu,14:00,14.18 - 14.31,-,Tidak Beranomali,140810230067,https://drive.google.com/file/d/1uwgM8Vfc_EqZLo4ZMZ_wpOtW5w-ugqfv/view?usp=drivesdk
CCTV KEPATIHAN TENGAH 02,Jl. Kepatihan,Balongede,Regol,DISKOMINFO,Sabtu,14:00,14.32 - 14.47,-,Tidak Beranomali,140810230067,https://drive.google.com/file/d/15WFSfuDcZNPKMI5UvSZVep5KvTYVR9Ue/view?usp=drivesdk
CCTV JL. PUNGKUR-PASUNDAN 01,Jl. Pungkur,Pungkur,Regol,DISKOMINFO,Sabtu,14:00,14.48 - 14.59,CCTV agak terhalang kabel,Terhalang Objek,140810230067,https://drive.google.com/file/d/1MI9LMcDoV_AmEu1hKWMoYIN3P7qxk8p7/view?usp=drivesdk
CCTV CIMINDI-SUKARAJA_02,gang haji juariah/Jl. gunung batu,karangmerah,cimahi tengah,DISKOMINFO,Sabtu,14:00,14.00-14.10,CCTV kadang glitch,Visual Kurang Jelas,140810230068,CCTV CIMINDI-SUKARAJA_02 14.00.mp4
CCTV JL CIGADUNG 02,Jl. Cigadung Raya Barat,Cigadung,Cibeunying Kaler,DISKOMINFO,Sabtu,14:00,14.13-14.23,CCTV tidak bisa diakses,Tidak Berfungsi,140810230068,CCTV JL CIGADUNG 02.mp4
CCTV KATAMSO-PAHLAWAN_01,Jl. Pahlawan,Sukaluyu,Cibeunying Kaler,DISKOMINFO,Sabtu,14:00,14.49-14.59,CCTV kadang glitch,Visual Kurang Jelas,140810230068,CCTV KATAMSO-PAHLAWAN_01.mp4
TB JL. A. H. NASUTION CIKADUT,Jl. A. H. Nasution,Antapani Wetan,Antapani,DPU,Sabtu,14:00,15.00-15.10,CCTV kualitas videonya jelek dan kadang glitch,Visual Kurang Jelas,140810230068,TB JL. A. H. NASUTION CIKADUT.mp4
CCTV JALAPRANG 01,Jl. Jalaprang,Sukaluyu,Cibeunying Kaler,DISKOMINFO,Sabtu,15:00,15.12-15.22,CCTV kadang glitch,Visual Kurang Jelas,140810230068,CCTV JALAPRANG 01.mp4
CCTV PER3AN SOEKARNO-ASIA AFRIKA 01,Jl. Asia Afrika,Balonggede,Regol,DISKOMINFO,Sabtu,15:00,15.25-15.35,CCTV tidak bisa diakses,Tidak Berfungsi,140810230068,CCTV PER3AN SOEKARNO-ASIA AFRIKA 01.mp4
CCTV DEPAN TERMINAL CICAHEUM 01,Jl. A. Yani,Pasirlayung,Kiaracondong,DISKOMINFO,Sabtu,15:00,15.36-15.46,CCTV tidak real time,Salah Timestamp,140810230068,CCTV DEPAN TERMINAL CICAHEUM 01.mp4
CCTV KOPO-RS BANDUNG KIWARI 02,Jl. Raya Kopo,Bojongloa Kidul,Situsaer,DISKOMINFO,Sabtu,15:00,15.50-16.00,CCTV terhalang daun,Terhalang Objek,140810230068,CCTV KOPO-RS BANDUNG KIWARI 02.mp4
CCTV CIHAMPELAS-SKYWALK 01,Jl. Cihampelas,Hegarmanah,Cibadap,DISKOMINFO,Sabtu,15:00,-,CCTV hilang,Offline,140810230068,CCTV CIHAMPELAS-SKYWALK 01.mp4
CCTV TEGALEGA_02,Jl. Otto Iskandardinata,Ciateul,Regol,DISKOMINFO,Sabtu,15:00,16.03-16.13,-,Tidak Beranomali,140810230068,CCTV TEGALEGA_02.mp4
CCTV CICENDO - KB KAWUNG 02,Jl. Cicendo,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Sabtu,15:00,15.00-15.10,"CCTV buffering, freeze dan ngeglitch di menit awal",Visual Kurang Jelas,140810230069,CCTV CICENDO - KB KAWUNG 02.mp4
CIKAPUNDUNG RIVER_02,Jl. Dr. Ir. Sukarno,Braga,Sumur Bandung,DPKP3,Sabtu,15:00,15.14-15.24,CCTV delay 10 menit,Tidak Berjalan Normal,140810230069,CIKAPUNDUNG RIVER_02.mp4
CCTV HUSEIN 03 - ST HALTE,Jl. Pajajaran,Husen Sastranegara,Cicendo,DISKOMINFO,Sabtu,15:00,15.38-15.48,-,Tidak Beranomali,140810230069,CCTV HUSEIN 03 - ST HALTE.mp4
CCTV WASTUKENCANA 01,Jl. Wastukencana,Tamansari,Bandung Wetan,DISKOMINFO,Sabtu,15:00,15.42-15.52,CCTV ngeglitch di menit 8,Visual Kurang Jelas,140810230069,CCTV WASTUKENCANA 01.mp4
CCTV KEBON KAWUNG - PASKAL 02,Jl. Kesatriaan No.1,Arjuna,Cicendo,DISKOMINFO,Sabtu,15:00,15.56-16.06,CCTV tidak bisa diakses,Tidak Berfungsi,140810230069,CCTV KEBON KAWUNG - PASKAL 02.mp4
CCTV DAGO 4 02,Jl. insinyur haji djuanda kartawidjaya,lebak siliwangi,coblong,DISKOMINFO,Sabtu,16:00,16.03-16.13,-,Tidak Beranomali,140810230069,CCTV DAGO 4 02.mp4
TAMAN PET PARK,Jl. Cilaki,Cihapit,Bandung Wetan,DPKP3,Sabtu,16:00,16.15-16.25,CCTV tidak bisa diakses,Tidak Berfungsi,140810230069,CCTV TAMAN PET PARK.mp4
CCTV CIHAMPELAS-SKYWALK 03,Jl. Cihampelas,Cipaganti,Coblong,DISKOMINFO,Sabtu,16:00,16.07-16.17,CCTV buffering,Tidak Berfungsi,140810230069,CCTV CIHAMPELAS SKYWALK 03.mp4
CCTV GERBANG KEBON BINATANG 02,Jl. Kebun Binatang Nomor 6,Lebak Siliwangi,Coblong,DISKOMINFO,Sabtu,16:00,16.30-16.40,-,Tidak Beranomali,140810230069,CCTV GERBANG KEBON BINATANG 02.mp4
CCTV JL. ANGGREK 02,Jl. Anggrek Raya No. 2,Rancaekek Wetan,Rancaekek,DISKOMINFO,Sabtu,16:00,16.20-16.30,CCTV sempat terhenti pada menit ke-8,Tidak Berjalan Normal,140810230069,CCTV JL. ANGGREK 02.mp4
CCTV SETIABUDI-BUNGUR 01,Jl. Sukajadi,Cipedes,Sukajadi,DISKOMINFO,Sabtu,16:00,16:01 - 16:14,-,Tidak Beranomali,140810230070,CCTV SETIABUDI-BUNGUR 01 2024-05-04 16-02-03.mp4
CCTV CIHAMPELAS-SKYWALK 07,Jl. Cihampelas,Cipaganti,Coblog,DISKOMINFO,Sabtu,16:00,16.04 - 16.15,cctv hilang,Offline,140810230070,CCTV CIHAMPELAS-SKYWALK 07 - Made with Clipchamp_1714816904738.mp4
CCTV JL. PURWAKARTA-GASMIN 01,Jl. Purwakarta No. 216,Antapani Tengah,Antapani,DISKOMINFO,Sabtu,17:00,17:28 - 17:38,jam salah,Salah Timestamp,140810230070,CCTV JL. PURWAKARTA-GASMIN 01 2024-05-04 17-28-05.mp4
TAMAN PALESTINA_01,Jl. Asia Afrika No.84,Balonggede,Regol,DPKP3,Sabtu,17:00,17.21 - 17.31,-,Tidak Beranomali,140810230070,CCTV TAMAN PALESTINA-01 - Made with Clipchamp_1714818757089.mp4
CCTV BUBAT KORDON,Jl.. Ibrahim Adjie,Kujangsari,Bandung Kidul,DISKOMINFO,Sabtu,17:00,17:39 - 17:49,-,Tidak Beranomali,140810230070,CCTV BUBAT KORDON 2024-05-04 17-39-11.mp4
CCTV CICENDO - KB KAWUNG 02,Jl. Cicendo,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Sabtu,17:00,17.35 - 17.45,-,Tidak Beranomali,140810230070,CCTV CICENDO - KB KAWUNG 02 - Made with Clipchamp_1714819601064.mp4
CCTV CICENDO - KB KAWUNG 03,Jl. Aceh,Babakan Ciamis,Sumur Bandung,DISKOMINFO,Sabtu,17:00,17:49 - 17:59,kadang-kadang suka blur,Visual Kurang Jelas,140810230070,CCTV CICENDO - KB KAWUNG 03 2024-05-04 17-50-06.mp4
CCTV SIMPANG DAGO 02,Jl. Tubagus Ismail,Lebakgede,Coblong,DISKOMINFO,Sabtu,18:00,18.38 - 18.48,kadang suka green screen dan ngelag,Tidak Berjalan Normal,140810230070,https://drive.google.com/file/d/1SlcrPz5Fig3o5_NCeFy2NsC2oxJu-bH3/view?usp=sharing
CCTV SOETA-KIRCON 03,Jl. Soekarno-Hatta,Cijaura,Buahbatu,DISKOMINFO,Sabtu,18:00,18:03 - 18:13,cctv buffering,Tidak Berfungsi,140810230070,CCTV SOETA-KIRCON 03 2024-05-04 18-03-15.mp4
CCTV PEREMPATAN KORDON 02,Jl. Terusan Buah Batu,Kujangsari,Bandung Kidul,DISKOMINFO,Sabtu,18:00,18.20 - 18.30,ada sedikit lag,Tidak Berjalan Normal,140810230070,https://drive.google.com/file/d/13dlQPi8bMCTKyumfyGyHtCZYqsp2hxU-/view?usp=sharing
CCTV KOPO-RS BANDUNG KIWARI 01,Jl. Raya Kopo,Bojongloa Kidul,Situsaer,DISKOMINFO,Sabtu,18:00,"18.04 - 18,14",,Tidak Beranomali,140810230071,https://drive.google.com/file/d/1mGNKJYOy-VS14aMiOsVky_m1r4TWdePv/view?usp=sharing
